item_points,item,team,role,opponent,score
0,Omnipresent Spirit,Aegis,mid,Team GO,29
15,Perfect Scythe,Aegis,mid,Team GO,29
0,Precise Hammer,Aegis,mid,Team GO,29
0,Rampage Momentum,Aegis,mid,Team GO,29
10,Rock Tomb,Aegis,mid,Team GO,29
0,Sacred Help,Aegis,mid,Team GO,29
0,Savage Looter,Aegis,mid,Team GO,29
16,Scythe,Aegis,mid,Team GO,29
0,Secret Scroll,Aegis,mid,Team GO,29
15,Sharp Blade,Aegis,mid,Team GO,29
0,Siege Mace,Aegis,mid,Team GO,29
15,Soul Hunter,Aegis,mid,Team GO,29
6,Spirit of the Squire,Aegis,mid,Team GO,29
0,Spirit of the Warrior,Aegis,mid,Team GO,29
0,Staff of Conquered Worlds,Aegis,mid,Team GO,29
0,Steel Aura,Aegis,mid,Team GO,29
17,Swords of Darkness,Aegis,mid,Team GO,29
0,The Puppeteer,Aegis,mid,Team GO,29
0,The Stalker,Aegis,mid,Team GO,29
0,The Visionary,Aegis,mid,Team GO,29
0,Thirsty Dagger,Aegis,mid,Team GO,29
0,Thirsty Scythes,Aegis,mid,Team GO,29
17,Treasurer's Wisdom,Aegis,mid,Team GO,29
0,Trimeteor,Aegis,mid,Team GO,29
0,Unstoppable Lightning,Aegis,mid,Team GO,29
0,Versatil Saber,Aegis,mid,Team GO,29
1,Wild Claw,Aegis,mid,Team GO,29
0,Wild Spirit,Aegis,mid,Team GO,29
0,Arcane Adrenaline,Aegis,bot,Team GO,33
12,Arcane Explosive,Aegis,bot,Team GO,33
0,Beast Hunter,Aegis,bot,Team GO,33
0,Being of Light,Aegis,bot,Team GO,33
14,Berseker Ax,Aegis,bot,Team GO,33
12,Collecting Hammer,Aegis,bot,Team GO,33
11,Colossal Mace,Aegis,bot,Team GO,33
0,Conquering Staff,Aegis,bot,Team GO,33
13,Crown of the Dwarf King,Aegis,bot,Team GO,33
8,Dance of Death,Aegis,bot,Team GO,33
0,Death Helper,Aegis,bot,Team GO,33
0,Demon Claws,Aegis,bot,Team GO,33
0,Divine Ascent,Aegis,bot,Team GO,33
0,,Aegis,bot,Team GO,33
0,Elemental Discharge,Aegis,bot,Team GO,33
15,Equivalent Totem,Aegis,bot,Team GO,33
0,Fast Furious Blade,Aegis,bot,Team GO,33
0,Final Asteroid,Aegis,bot,Team GO,33
4,Guardian Totem,Aegis,bot,Team GO,33
8,Hawk's Eye,Aegis,bot,Team GO,33
0,Heavenly Vision,Aegis,bot,Team GO,33
10,Holy Sword,Aegis,bot,Team GO,33
0,Huntress of Souls,Aegis,bot,Team GO,33
0,Immortal Breastplate,Aegis,bot,Team GO,33
0,Imperious Gauntlet,Aegis,bot,Team GO,33
12,Incapacitor,Aegis,bot,Team GO,33
0,Legend Aura,Aegis,bot,Team GO,33
11,Magnetic Disintegrator,Aegis,bot,Team GO,33
0,Meteorites,Aegis,bot,Team GO,33
20,Obsidian Battle Plate,Aegis,bot,Team GO,33
0,Omnipresent Amulet,Aegis,bot,Team GO,33
0,Omnipresent Spirit,Aegis,bot,Team GO,33
15,Perfect Scythe,Aegis,bot,Team GO,33
18,Precise Hammer,Aegis,bot,Team GO,33
15,Rampage Momentum,Aegis,bot,Team GO,33
10,Rock Tomb,Aegis,bot,Team GO,33
0,Sacred Help,Aegis,bot,Team GO,33
0,Savage Looter,Aegis,bot,Team GO,33
16,Scythe,Aegis,bot,Team GO,33
18,Secret Scroll,Aegis,bot,Team GO,33
18,Sharp Blade,Aegis,bot,Team GO,33
0,Siege Mace,Aegis,bot,Team GO,33
0,Soul Hunter,Aegis,bot,Team GO,33
3,Spirit of the Squire,Aegis,bot,Team GO,33
16,Spirit of the Warrior,Aegis,bot,Team GO,33
11,Staff of Conquered Worlds,Aegis,bot,Team GO,33
0,Steel Aura,Aegis,bot,Team GO,33
17,Swords of Darkness,Aegis,bot,Team GO,33
0,The Puppeteer,Aegis,bot,Team GO,33
0,The Stalker,Aegis,bot,Team GO,33
0,The Visionary,Aegis,bot,Team GO,33
15,Thirsty Dagger,Aegis,bot,Team GO,33
0,Thirsty Scythes,Aegis,bot,Team GO,33
17,Treasurer's Wisdom,Aegis,bot,Team GO,33
30,Trimeteor,Aegis,bot,Team GO,33
18,Unstoppable Lightning,Aegis,bot,Team GO,33
11,Versatil Saber,Aegis,bot,Team GO,33
2,Wild Claw,Aegis,bot,Team GO,33
0,Wild Spirit,Aegis,bot,Team GO,33
0,Arcane Adrenaline,Aegis,support,Team GO,24
0,Arcane Explosive,Aegis,support,Team GO,24
0,Beast Hunter,Aegis,support,Team GO,24
18,Being of Light,Aegis,support,Team GO,24
0,Berseker Ax,Aegis,support,Team GO,24
12,Collecting Hammer,Aegis,support,Team GO,24
0,Colossal Mace,Aegis,support,Team GO,24
0,Conquering Staff,Aegis,support,Team GO,24
0,Crown of the Dwarf King,Aegis,support,Team GO,24
0,Dance of Death,Aegis,support,Team GO,24
10,Death Helper,Aegis,support,Team GO,24
0,Demon Claws,Aegis,support,Team GO,24
0,Divine Ascent,Aegis,support,Team GO,24
11,,Aegis,support,Team GO,24
0,Elemental Discharge,Aegis,support,Team GO,24
14,Equivalent Totem,Aegis,support,Team GO,24
0,Fast Furious Blade,Aegis,support,Team GO,24
0,Final Asteroid,Aegis,support,Team GO,24
12,Guardian Totem,Aegis,support,Team GO,24
8,Hawk's Eye,Aegis,support,Team GO,24
22,Heavenly Vision,Aegis,support,Team GO,24
0,Holy Sword,Aegis,support,Team GO,24
0,Huntress of Souls,Aegis,support,Team GO,24
14,Immortal Breastplate,Aegis,support,Team GO,24
0,Imperious Gauntlet,Aegis,support,Team GO,24
12,Incapacitor,Aegis,support,Team GO,24
0,Legend Aura,Aegis,support,Team GO,24
0,Magnetic Disintegrator,Aegis,support,Team GO,24
0,Meteorites,Aegis,support,Team GO,24
20,Obsidian Battle Plate,Aegis,support,Team GO,24
11,Omnipresent Amulet,Aegis,support,Team GO,24
0,Omnipresent Spirit,Aegis,support,Team GO,24
0,Perfect Scythe,Aegis,support,Team GO,24
18,Precise Hammer,Aegis,support,Team GO,24
0,Rampage Momentum,Aegis,support,Team GO,24
0,Rock Tomb,Aegis,support,Team GO,24
20,Sacred Help,Aegis,support,Team GO,24
0,Savage Looter,Aegis,support,Team GO,24
1,Scythe,Aegis,support,Team GO,24
0,Secret Scroll,Aegis,support,Team GO,24
0,Sharp Blade,Aegis,support,Team GO,24
16,Siege Mace,Aegis,support,Team GO,24
0,Soul Hunter,Aegis,support,Team GO,24
18,Spirit of the Squire,Aegis,support,Team GO,24
0,Spirit of the Warrior,Aegis,support,Team GO,24
0,Staff of Conquered Worlds,Aegis,support,Team GO,24
0,Steel Aura,Aegis,support,Team GO,24
0,Swords of Darkness,Aegis,support,Team GO,24
0,The Puppeteer,Aegis,support,Team GO,24
16,The Stalker,Aegis,support,Team GO,24
18,The Visionary,Aegis,support,Team GO,24
0,Thirsty Dagger,Aegis,support,Team GO,24
0,Thirsty Scythes,Aegis,support,Team GO,24
0,Treasurer's Wisdom,Aegis,support,Team GO,24
0,Trimeteor,Aegis,support,Team GO,24
0,Unstoppable Lightning,Aegis,support,Team GO,24
11,Versatil Saber,Aegis,support,Team GO,24
0,Wild Claw,Aegis,support,Team GO,24
0,Wild Spirit,Aegis,support,Team GO,24
20,Baron' s Mask,Aegis,coach,Team GO,30
26,Big Worm Hunter,Aegis,coach,Team GO,30
22,Conquest Hammer,Aegis,coach,Team GO,30
22,Destroyer Hammer,Aegis,coach,Team GO,30
0,Elemental Dragon Soul,Aegis,coach,Team GO,30
0,Eye of the Void,Aegis,coach,Team GO,30
8,First Line,Aegis,coach,Team GO,30
23,Golden Force,Aegis,coach,Team GO,30
30,Killer Momentum,Aegis,coach,Team GO,30
12,Light Swords,Aegis,coach,Team GO,30
20,Magic Scales,Aegis,coach,Team GO,30
17,Royal Protector,Aegis,coach,Team GO,30
10,Scale Tearer,Aegis,coach,Team GO,30
16,Seal of Desecration,Aegis,coach,Team GO,30
0,Spirit of the Rift,Aegis,coach,Team GO,30
15,Underworld Guardian,Aegis,coach,Team GO,30
0,Arcane Adrenaline,Solary,top,BDS Academy,40
12,Arcane Explosive,Solary,top,BDS Academy,40
0,Beast Hunter,Solary,top,BDS Academy,40
18,Being of Light,Solary,top,BDS Academy,40
14,Berseker Ax,Solary,top,BDS Academy,40
18,Collecting Hammer,Solary,top,BDS Academy,40
11,Colossal Mace,Solary,top,BDS Academy,40
0,Conquering Staff,Solary,top,BDS Academy,40
0,Crown of the Dwarf King,Solary,top,BDS Academy,40
8,Dance of Death,Solary,top,BDS Academy,40
10,Death Helper,Solary,top,BDS Academy,40
0,Demon Claws,Solary,top,BDS Academy,40
0,Divine Ascent,Solary,top,BDS Academy,40
0,,Solary,top,BDS Academy,40
18,Elemental Discharge,Solary,top,BDS Academy,40
15,Equivalent Totem,Solary,top,BDS Academy,40
0,Fast Furious Blade,Solary,top,BDS Academy,40
0,Final Asteroid,Solary,top,BDS Academy,40
3,Guardian Totem,Solary,top,BDS Academy,40
0,Hawk's Eye,Solary,top,BDS Academy,40
0,Heavenly Vision,Solary,top,BDS Academy,40
0,Holy Sword,Solary,top,BDS Academy,40
0,Huntress of Souls,Solary,top,BDS Academy,40
0,Immortal Breastplate,Solary,top,BDS Academy,40
0,Imperious Gauntlet,Solary,top,BDS Academy,40
0,Incapacitor,Solary,top,BDS Academy,40
0,Legend Aura,Solary,top,BDS Academy,40
0,Magnetic Disintegrator,Solary,top,BDS Academy,40
0,Meteorites,Solary,top,BDS Academy,40
20,Obsidian Battle Plate,Solary,top,BDS Academy,40
0,Omnipresent Amulet,Solary,top,BDS Academy,40
0,Omnipresent Spirit,Solary,top,BDS Academy,40
15,Perfect Scythe,Solary,top,BDS Academy,40
0,Precise Hammer,Solary,top,BDS Academy,40
15,Rampage Momentum,Solary,top,BDS Academy,40
10,Rock Tomb,Solary,top,BDS Academy,40
20,Sacred Help,Solary,top,BDS Academy,40
0,Savage Looter,Solary,top,BDS Academy,40
12,Scythe,Solary,top,BDS Academy,40
18,Secret Scroll,Solary,top,BDS Academy,40
18,Sharp Blade,Solary,top,BDS Academy,40
0,Siege Mace,Solary,top,BDS Academy,40
0,Soul Hunter,Solary,top,BDS Academy,40
12,Spirit of the Squire,Solary,top,BDS Academy,40
16,Spirit of the Warrior,Solary,top,BDS Academy,40
0,Staff of Conquered Worlds,Solary,top,BDS Academy,40
0,Steel Aura,Solary,top,BDS Academy,40
0,Swords of Darkness,Solary,top,BDS Academy,40
0,The Puppeteer,Solary,top,BDS Academy,40
0,The Stalker,Solary,top,BDS Academy,40
0,The Visionary,Solary,top,BDS Academy,40
0,Thirsty Dagger,Solary,top,BDS Academy,40
0,Thirsty Scythes,Solary,top,BDS Academy,40
17,Treasurer's Wisdom,Solary,top,BDS Academy,40
0,Trimeteor,Solary,top,BDS Academy,40
0,Unstoppable Lightning,Solary,top,BDS Academy,40
11,Versatil Saber,Solary,top,BDS Academy,40
1,Wild Claw,Solary,top,BDS Academy,40
0,Wild Spirit,Solary,top,BDS Academy,40
0,Arcane Adrenaline,Solary,jungle,BDS Academy,11
0,Arcane Explosive,Solary,jungle,BDS Academy,11
0,Beast Hunter,Solary,jungle,BDS Academy,11
0,Being of Light,Solary,jungle,BDS Academy,11
0,Berseker Ax,Solary,jungle,BDS Academy,11
0,Collecting Hammer,Solary,jungle,BDS Academy,11
0,Colossal Mace,Solary,jungle,BDS Academy,11
0,Conquering Staff,Solary,jungle,BDS Academy,11
0,Crown of the Dwarf King,Solary,jungle,BDS Academy,11
0,Dance of Death,Solary,jungle,BDS Academy,11
10,Death Helper,Solary,jungle,BDS Academy,11
0,Demon Claws,Solary,jungle,BDS Academy,11
0,Divine Ascent,Solary,jungle,BDS Academy,11
0,,Solary,jungle,BDS Academy,11
0,Elemental Discharge,Solary,jungle,BDS Academy,11
13,Equivalent Totem,Solary,jungle,BDS Academy,11
0,Fast Furious Blade,Solary,jungle,BDS Academy,11
0,Final Asteroid,Solary,jungle,BDS Academy,11
2,Guardian Totem,Solary,jungle,BDS Academy,11
0,Hawk's Eye,Solary,jungle,BDS Academy,11
0,Heavenly Vision,Solary,jungle,BDS Academy,11
0,Holy Sword,Solary,jungle,BDS Academy,11
0,Huntress of Souls,Solary,jungle,BDS Academy,11
0,Immortal Breastplate,Solary,jungle,BDS Academy,11
0,Imperious Gauntlet,Solary,jungle,BDS Academy,11
9,Incapacitor,Solary,jungle,BDS Academy,11
0,Legend Aura,Solary,jungle,BDS Academy,11
0,Magnetic Disintegrator,Solary,jungle,BDS Academy,11
0,Meteorites,Solary,jungle,BDS Academy,11
0,Obsidian Battle Plate,Solary,jungle,BDS Academy,11
0,Omnipresent Amulet,Solary,jungle,BDS Academy,11
0,Omnipresent Spirit,Solary,jungle,BDS Academy,11
0,Perfect Scythe,Solary,jungle,BDS Academy,11
0,Precise Hammer,Solary,jungle,BDS Academy,11
0,Rampage Momentum,Solary,jungle,BDS Academy,11
10,Rock Tomb,Solary,jungle,BDS Academy,11
0,Sacred Help,Solary,jungle,BDS Academy,11
0,Savage Looter,Solary,jungle,BDS Academy,11
7,Scythe,Solary,jungle,BDS Academy,11
0,Secret Scroll,Solary,jungle,BDS Academy,11
3,Sharp Blade,Solary,jungle,BDS Academy,11
0,Siege Mace,Solary,jungle,BDS Academy,11
15,Soul Hunter,Solary,jungle,BDS Academy,11
12,Spirit of the Squire,Solary,jungle,BDS Academy,11
0,Spirit of the Warrior,Solary,jungle,BDS Academy,11
11,Staff of Conquered Worlds,Solary,jungle,BDS Academy,11
0,Steel Aura,Solary,jungle,BDS Academy,11
0,Swords of Darkness,Solary,jungle,BDS Academy,11
0,The Puppeteer,Solary,jungle,BDS Academy,11
0,The Stalker,Solary,jungle,BDS Academy,11
0,The Visionary,Solary,jungle,BDS Academy,11
0,Thirsty Dagger,Solary,jungle,BDS Academy,11
0,Thirsty Scythes,Solary,jungle,BDS Academy,11
0,Treasurer's Wisdom,Solary,jungle,BDS Academy,11
0,Trimeteor,Solary,jungle,BDS Academy,11
0,Unstoppable Lightning,Solary,jungle,BDS Academy,11
0,Versatil Saber,Solary,jungle,BDS Academy,11
12,Wild Claw,Solary,jungle,BDS Academy,11
0,Wild Spirit,Solary,jungle,BDS Academy,11
16,Arcane Adrenaline,Solary,mid,BDS Academy,58
0,Arcane Explosive,Solary,mid,BDS Academy,58
0,Beast Hunter,Solary,mid,BDS Academy,58
0,Being of Light,Solary,mid,BDS Academy,58
14,Berseker Ax,Solary,mid,BDS Academy,58
12,Collecting Hammer,Solary,mid,BDS Academy,58
0,Colossal Mace,Solary,mid,BDS Academy,58
0,Conquering Staff,Solary,mid,BDS Academy,58
0,Crown of the Dwarf King,Solary,mid,BDS Academy,58
8,Dance of Death,Solary,mid,BDS Academy,58
0,Death Helper,Solary,mid,BDS Academy,58
0,Demon Claws,Solary,mid,BDS Academy,58
0,Divine Ascent,Solary,mid,BDS Academy,58
0,,Solary,mid,BDS Academy,58
0,Elemental Discharge,Solary,mid,BDS Academy,58
14,Equivalent Totem,Solary,mid,BDS Academy,58
0,Fast Furious Blade,Solary,mid,BDS Academy,58
0,Final Asteroid,Solary,mid,BDS Academy,58
3,Guardian Totem,Solary,mid,BDS Academy,58
0,Hawk's Eye,Solary,mid,BDS Academy,58
0,Heavenly Vision,Solary,mid,BDS Academy,58
10,Holy Sword,Solary,mid,BDS Academy,58
0,Huntress of Souls,Solary,mid,BDS Academy,58
0,Immortal Breastplate,Solary,mid,BDS Academy,58
30,Imperious Gauntlet,Solary,mid,BDS Academy,58
0,Incapacitor,Solary,mid,BDS Academy,58
0,Legend Aura,Solary,mid,BDS Academy,58
11,Magnetic Disintegrator,Solary,mid,BDS Academy,58
0,Meteorites,Solary,mid,BDS Academy,58
20,Obsidian Battle Plate,Solary,mid,BDS Academy,58
0,Omnipresent Amulet,Solary,mid,BDS Academy,58
0,Omnipresent Spirit,Solary,mid,BDS Academy,58
15,Perfect Scythe,Solary,mid,BDS Academy,58
0,Precise Hammer,Solary,mid,BDS Academy,58
15,Rampage Momentum,Solary,mid,BDS Academy,58
0,Rock Tomb,Solary,mid,BDS Academy,58
0,Sacred Help,Solary,mid,BDS Academy,58
0,Savage Looter,Solary,mid,BDS Academy,58
10,Scythe,Solary,mid,BDS Academy,58
18,Secret Scroll,Solary,mid,BDS Academy,58
30,Sharp Blade,Solary,mid,BDS Academy,58
0,Siege Mace,Solary,mid,BDS Academy,58
0,Soul Hunter,Solary,mid,BDS Academy,58
9,Spirit of the Squire,Solary,mid,BDS Academy,58
0,Spirit of the Warrior,Solary,mid,BDS Academy,58
0,Staff of Conquered Worlds,Solary,mid,BDS Academy,58
0,Steel Aura,Solary,mid,BDS Academy,58
17,Swords of Darkness,Solary,mid,BDS Academy,58
20,The Puppeteer,Solary,mid,BDS Academy,58
0,The Stalker,Solary,mid,BDS Academy,58
0,The Visionary,Solary,mid,BDS Academy,58
0,Thirsty Dagger,Solary,mid,BDS Academy,58
0,Thirsty Scythes,Solary,mid,BDS Academy,58
0,Treasurer's Wisdom,Solary,mid,BDS Academy,58
0,Trimeteor,Solary,mid,BDS Academy,58
18,Unstoppable Lightning,Solary,mid,BDS Academy,58
11,Versatil Saber,Solary,mid,BDS Academy,58
0,Wild Claw,Solary,mid,BDS Academy,58
0,Wild Spirit,Solary,mid,BDS Academy,58
0,Arcane Adrenaline,Solary,bot,BDS Academy,42
12,Arcane Explosive,Solary,bot,BDS Academy,42
0,Beast Hunter,Solary,bot,BDS Academy,42
0,Being of Light,Solary,bot,BDS Academy,42
14,Berseker Ax,Solary,bot,BDS Academy,42
24,Collecting Hammer,Solary,bot,BDS Academy,42
0,Colossal Mace,Solary,bot,BDS Academy,42
0,Conquering Staff,Solary,bot,BDS Academy,42
13,Crown of the Dwarf King,Solary,bot,BDS Academy,42
8,Dance of Death,Solary,bot,BDS Academy,42
10,Death Helper,Solary,bot,BDS Academy,42
17,Demon Claws,Solary,bot,BDS Academy,42
0,Divine Ascent,Solary,bot,BDS Academy,42
0,,Solary,bot,BDS Academy,42
0,Elemental Discharge,Solary,bot,BDS Academy,42
14,Equivalent Totem,Solary,bot,BDS Academy,42
16,Fast Furious Blade,Solary,bot,BDS Academy,42
0,Final Asteroid,Solary,bot,BDS Academy,42
3,Guardian Totem,Solary,bot,BDS Academy,42
0,Hawk's Eye,Solary,bot,BDS Academy,42
0,Heavenly Vision,Solary,bot,BDS Academy,42
0,Holy Sword,Solary,bot,BDS Academy,42
19,Huntress of Souls,Solary,bot,BDS Academy,42
14,Immortal Breastplate,Solary,bot,BDS Academy,42
30,Imperious Gauntlet,Solary,bot,BDS Academy,42
6,Incapacitor,Solary,bot,BDS Academy,42
0,Legend Aura,Solary,bot,BDS Academy,42
0,Magnetic Disintegrator,Solary,bot,BDS Academy,42
0,Meteorites,Solary,bot,BDS Academy,42
20,Obsidian Battle Plate,Solary,bot,BDS Academy,42
0,Omnipresent Amulet,Solary,bot,BDS Academy,42
0,Omnipresent Spirit,Solary,bot,BDS Academy,42
15,Perfect Scythe,Solary,bot,BDS Academy,42
18,Precise Hammer,Solary,bot,BDS Academy,42
0,Rampage Momentum,Solary,bot,BDS Academy,42
0,Rock Tomb,Solary,bot,BDS Academy,42
0,Sacred Help,Solary,bot,BDS Academy,42
0,Savage Looter,Solary,bot,BDS Academy,42
13,Scythe,Solary,bot,BDS Academy,42
18,Secret Scroll,Solary,bot,BDS Academy,42
15,Sharp Blade,Solary,bot,BDS Academy,42
0,Siege Mace,Solary,bot,BDS Academy,42
0,Soul Hunter,Solary,bot,BDS Academy,42
15,Spirit of the Squire,Solary,bot,BDS Academy,42
0,Spirit of the Warrior,Solary,bot,BDS Academy,42
0,Staff of Conquered Worlds,Solary,bot,BDS Academy,42
0,Steel Aura,Solary,bot,BDS Academy,42
0,Swords of Darkness,Solary,bot,BDS Academy,42
0,The Puppeteer,Solary,bot,BDS Academy,42
0,The Stalker,Solary,bot,BDS Academy,42
0,The Visionary,Solary,bot,BDS Academy,42
15,Thirsty Dagger,Solary,bot,BDS Academy,42
0,Thirsty Scythes,Solary,bot,BDS Academy,42
17,Treasurer's Wisdom,Solary,bot,BDS Academy,42
0,Trimeteor,Solary,bot,BDS Academy,42
0,Unstoppable Lightning,Solary,bot,BDS Academy,42
11,Versatil Saber,Solary,bot,BDS Academy,42
0,Wild Claw,Solary,bot,BDS Academy,42
0,Wild Spirit,Solary,bot,BDS Academy,42
0,Arcane Adrenaline,Solary,support,BDS Academy,42
0,Arcane Explosive,Solary,support,BDS Academy,42
0,Beast Hunter,Solary,support,BDS Academy,42
0,Being of Light,Solary,support,BDS Academy,42
0,Berseker Ax,Solary,support,BDS Academy,42
18,Collecting Hammer,Solary,support,BDS Academy,42
0,Colossal Mace,Solary,support,BDS Academy,42
0,Conquering Staff,Solary,support,BDS Academy,42
0,Crown of the Dwarf King,Solary,support,BDS Academy,42
0,Dance of Death,Solary,support,BDS Academy,42
10,Death Helper,Solary,support,BDS Academy,42
0,Demon Claws,Solary,support,BDS Academy,42
0,Divine Ascent,Solary,support,BDS Academy,42
11,,Solary,support,BDS Academy,42
0,Elemental Discharge,Solary,support,BDS Academy,42
13,Equivalent Totem,Solary,support,BDS Academy,42
0,Fast Furious Blade,Solary,support,BDS Academy,42
0,Final Asteroid,Solary,support,BDS Academy,42
10,Guardian Totem,Solary,support,BDS Academy,42
8,Hawk's Eye,Solary,support,BDS Academy,42
22,Heavenly Vision,Solary,support,BDS Academy,42
0,Holy Sword,Solary,support,BDS Academy,42
0,Huntress of Souls,Solary,support,BDS Academy,42
14,Immortal Breastplate,Solary,support,BDS Academy,42
0,Imperious Gauntlet,Solary,support,BDS Academy,42
3,Incapacitor,Solary,support,BDS Academy,42
0,Legend Aura,Solary,support,BDS Academy,42
11,Magnetic Disintegrator,Solary,support,BDS Academy,42
0,Meteorites,Solary,support,BDS Academy,42
20,Obsidian Battle Plate,Solary,support,BDS Academy,42
11,Omnipresent Amulet,Solary,support,BDS Academy,42
0,Omnipresent Spirit,Solary,support,BDS Academy,42
0,Perfect Scythe,Solary,support,BDS Academy,42
0,Precise Hammer,Solary,support,BDS Academy,42
0,Rampage Momentum,Solary,support,BDS Academy,42
0,Rock Tomb,Solary,support,BDS Academy,42
20,Sacred Help,Solary,support,BDS Academy,42
0,Savage Looter,Solary,support,BDS Academy,42
0,Scythe,Solary,support,BDS Academy,42
0,Secret Scroll,Solary,support,BDS Academy,42
3,Sharp Blade,Solary,support,BDS Academy,42
16,Siege Mace,Solary,support,BDS Academy,42
0,Soul Hunter,Solary,support,BDS Academy,42
30,Spirit of the Squire,Solary,support,BDS Academy,42
0,Spirit of the Warrior,Solary,support,BDS Academy,42
0,Staff of Conquered Worlds,Solary,support,BDS Academy,42
0,Steel Aura,Solary,support,BDS Academy,42
0,Swords of Darkness,Solary,support,BDS Academy,42
0,The Puppeteer,Solary,support,BDS Academy,42
0,The Stalker,Solary,support,BDS Academy,42
0,The Visionary,Solary,support,BDS Academy,42
0,Thirsty Dagger,Solary,support,BDS Academy,42
0,Thirsty Scythes,Solary,support,BDS Academy,42
0,Treasurer's Wisdom,Solary,support,BDS Academy,42
0,Trimeteor,Solary,support,BDS Academy,42
0,Unstoppable Lightning,Solary,support,BDS Academy,42
11,Versatil Saber,Solary,support,BDS Academy,42
0,Wild Claw,Solary,support,BDS Academy,42
0,Wild Spirit,Solary,support,BDS Academy,42
20,Baron' s Mask,Solary,coach,BDS Academy,27
13,Big Worm Hunter,Solary,coach,BDS Academy,27
22,Conquest Hammer,Solary,coach,BDS Academy,27
18,Destroyer Hammer,Solary,coach,BDS Academy,27
0,Elemental Dragon Soul,Solary,coach,BDS Academy,27
8,Eye of the Void,Solary,coach,BDS Academy,27
8,First Line,Solary,coach,BDS Academy,27
23,Golden Force,Solary,coach,BDS Academy,27
30,Killer Momentum,Solary,coach,BDS Academy,27
12,Light Swords,Solary,coach,BDS Academy,27
20,Magic Scales,Solary,coach,BDS Academy,27
17,Royal Protector,Solary,coach,BDS Academy,27
10,Scale Tearer,Solary,coach,BDS Academy,27
16,Seal of Desecration,Solary,coach,BDS Academy,27
0,Spirit of the Rift,Solary,coach,BDS Academy,27
15,Underworld Guardian,Solary,coach,BDS Academy,27
0,Arcane Adrenaline,BDS Academy,top,Solary,12
0,Arcane Explosive,BDS Academy,top,Solary,12
0,Beast Hunter,BDS Academy,top,Solary,12
0,Being of Light,BDS Academy,top,Solary,12
0,Berseker Ax,BDS Academy,top,Solary,12
0,Collecting Hammer,BDS Academy,top,Solary,12
0,Colossal Mace,BDS Academy,top,Solary,12
0,Conquering Staff,BDS Academy,top,Solary,12
0,Crown of the Dwarf King,BDS Academy,top,Solary,12
0,Dance of Death,BDS Academy,top,Solary,12
10,Death Helper,BDS Academy,top,Solary,12
0,Demon Claws,BDS Academy,top,Solary,12
0,Divine Ascent,BDS Academy,top,Solary,12
0,,BDS Academy,top,Solary,12
0,Elemental Discharge,BDS Academy,top,Solary,12
13,Equivalent Totem,BDS Academy,top,Solary,12
0,Fast Furious Blade,BDS Academy,top,Solary,12
0,Final Asteroid,BDS Academy,top,Solary,12
5,Guardian Totem,BDS Academy,top,Solary,12
0,Hawk's Eye,BDS Academy,top,Solary,12
0,Heavenly Vision,BDS Academy,top,Solary,12
0,Holy Sword,BDS Academy,top,Solary,12
0,Huntress of Souls,BDS Academy,top,Solary,12
0,Immortal Breastplate,BDS Academy,top,Solary,12
0,Imperious Gauntlet,BDS Academy,top,Solary,12
3,Incapacitor,BDS Academy,top,Solary,12
0,Legend Aura,BDS Academy,top,Solary,12
0,Magnetic Disintegrator,BDS Academy,top,Solary,12
0,Meteorites,BDS Academy,top,Solary,12
0,Obsidian Battle Plate,BDS Academy,top,Solary,12
0,Omnipresent Amulet,BDS Academy,top,Solary,12
0,Omnipresent Spirit,BDS Academy,top,Solary,12
0,Perfect Scythe,BDS Academy,top,Solary,12
0,Precise Hammer,BDS Academy,top,Solary,12
0,Rampage Momentum,BDS Academy,top,Solary,12
0,Rock Tomb,BDS Academy,top,Solary,12
0,Sacred Help,BDS Academy,top,Solary,12
0,Savage Looter,BDS Academy,top,Solary,12
8,Scythe,BDS Academy,top,Solary,12
0,Secret Scroll,BDS Academy,top,Solary,12
3,Sharp Blade,BDS Academy,top,Solary,12
0,Siege Mace,BDS Academy,top,Solary,12
0,Soul Hunter,BDS Academy,top,Solary,12
12,Spirit of the Squire,BDS Academy,top,Solary,12
0,Spirit of the Warrior,BDS Academy,top,Solary,12
0,Staff of Conquered Worlds,BDS Academy,top,Solary,12
0,Steel Aura,BDS Academy,top,Solary,12
0,Swords of Darkness,BDS Academy,top,Solary,12
0,The Puppeteer,BDS Academy,top,Solary,12
0,The Stalker,BDS Academy,top,Solary,12
0,The Visionary,BDS Academy,top,Solary,12
0,Thirsty Dagger,BDS Academy,top,Solary,12
0,Thirsty Scythes,BDS Academy,top,Solary,12
0,Treasurer's Wisdom,BDS Academy,top,Solary,12
0,Trimeteor,BDS Academy,top,Solary,12
0,Unstoppable Lightning,BDS Academy,top,Solary,12
0,Versatil Saber,BDS Academy,top,Solary,12
0,Wild Claw,BDS Academy,top,Solary,12
0,Wild Spirit,BDS Academy,top,Solary,12
0,Arcane Adrenaline,BDS Academy,jungle,Solary,6
0,Arcane Explosive,BDS Academy,jungle,Solary,6
18,Beast Hunter,BDS Academy,jungle,Solary,6
0,Being of Light,BDS Academy,jungle,Solary,6
0,Berseker Ax,BDS Academy,jungle,Solary,6
12,Collecting Hammer,BDS Academy,jungle,Solary,6
0,Colossal Mace,BDS Academy,jungle,Solary,6
0,Conquering Staff,BDS Academy,jungle,Solary,6
